Date,Time,O3,PM_10,PM_25,NO2,SO2,CO,Temperature,Humidity,Precipitation
28/08/2021,12:15:04,53,11,5,2,1,135,17,44,13,Солнечно
28/08/2021,13:15:04,51,11,5,2,1,142,18,39,13,Солнечно
28/08/2021,14:15:03,,,,,,,,,,
28/08/2021,15:15:04,53,11,5,2,1,145,19,36,9,Солнечно
28/08/2021,16:15:04,51,11,5,2,1,146,20,37,9,Солнечно
28/08/2021,17:15:04,49,12,5,3,1,148,19,39,6,Солнечно
28/08/2021,18:15:04,48,12,6,4,1,149,18,42,6,Солнечно
28/08/2021,19:15:04,45,13,6,6,1,150,15,58,6,Солнечно
28/08/2021,20:15:04,41,13,6,6,1,154,14,58,6,Ясно
28/08/2021,21:15:05,38,13,6,6,1,157,11,71,2,Ясно
28/08/2021,22:15:05,35,14,7,5,1,161,10,76,6,Ясно
28/08/2021,23:15:05,34,13,7,4,1,158,8,87,2,Ясно
29/08/2021,00:15:05,33,13,7,4,1,156,7,87,2,Ясно
29/08/2021,01:15:04,38,12,6,4,1,152,6,93,км/ч,Ясно
29/08/2021,02:15:05,38,12,6,3,1,150,5,93,км/ч,Ясно
29/08/2021,03:15:05,39,11,6,3,1,148,5,100,км/ч,Ясно
29/08/2021,04:15:05,37,12,7,4,1,147,4,100,2,Ясно
29/08/2021,05:15:05,38,12,6,4,1,147,3,93,2,Стелющийся туман
29/08/2021,06:15:04,39,11,6,3,1,147,4,93,2,Стелющийся туман
29/08/2021,07:15:09,33,12,6,4,1,147,9,87,км/ч,Солнечно
29/08/2021,08:15:04,39,13,7,4,1,147,13,71,2,Солнечно
29/08/2021,09:15:04,45,14,7,3,2,146,17,51,2,Солнечно
29/08/2021,10:15:04,54,11,5,2,2,146,18,39,6,Солнечно
29/08/2021,11:15:05,60,14,7,2,1,146,19,39,6,Солнечно
29/08/2021,12:15:05,63,12,6,1,2,147,19,39,6,Солнечно
29/08/2021,13:15:05,68,12,6,1,2,141,20,34,6,Солнечно
29/08/2021,14:15:05,69,13,6,1,3,144,21,34,6,Солнечно
29/08/2021,15:15:05,71,13,6,2,3,147,21,34,6,Солнечно
29/08/2021,16:15:04,60,12,7,2,4,149,22,30,6,Солнечно
29/08/2021,17:15:05,54,14,8,5,4,151,21,34,2,Солнечно
29/08/2021,18:15:05,49,15,9,8,4,152,19,52,2,Солнечно
29/08/2021,19:15:04,42,16,9,13,4,154,17,59,км/ч,Солнечно
29/08/2021,20:15:04,40,17,10,13,4,156,13,71,км/ч,Облачно с прояснениями
29/08/2021,21:15:06,38,17,10,12,4,158,14,67,км/ч,Облачно с прояснениями
29/08/2021,22:15:04,36,16,10,10,4,160,13,71,км/ч,Облачно с прояснениями
29/08/2021,23:15:04,39,14,9,8,4,158,12,76,км/ч,Облачно с прояснениями
30/08/2021,00:15:04,42,13,8,6,3,157,12,76,км/ч,Облачно с прояснениями
30/08/2021,01:15:04,44,12,7,5,2,151,13,76,км/ч,Облачно с прояснениями
30/08/2021,02:15:04,45,12,7,4,2,150,13,71,2,Облачно с прояснениями
30/08/2021,03:15:04,45,13,7,4,2,149,13,76,км/ч,Облачно с прояснениями
30/08/2021,04:15:05,47,12,7,4,1,148,13,71,км/ч,Облачно с прояснениями
30/08/2021,05:15:04,47,13,7,4,2,148,14,67,2,Небольшая облачность
30/08/2021,06:15:05,48,14,7,5,2,149,15,54,6,Небольшая облачность
30/08/2021,07:15:04,42,14,8,4,2,149,15,54,6,Небольшой дождь
30/08/2021,08:15:03,,,,,,,,,,
30/08/2021,09:15:05,53,15,8,4,2,151,18,48,6,Небольшая облачность
30/08/2021,10:15:04,55,12,7,3,2,152,19,48,6,Небольшая облачность
30/08/2021,11:15:04,53,11,5,2,1,135,21,45,2,Небольшая облачность
30/08/2021,12:15:05,64,14,7,2,3,156,24,35,9,Небольшая облачность
30/08/2021,13:15:05,69,14,7,1,3,150,24,33,13,Небольшая облачность
30/08/2021,14:15:05,71,15,8,2,3,150,24,33,9,Небольшая облачность
30/08/2021,15:15:04,73,16,8,2,4,150,24,35,2,Небольшая облачность
30/08/2021,16:15:04,65,16,8,2,4,150,24,38,2,Небольшая облачность
30/08/2021,17:15:04,62,15,8,3,5,152,24,40,6,Небольшая облачность
30/08/2021,18:15:05,58,15,9,4,5,153,22,52,2,Небольшая облачность
30/08/2021,19:15:04,52,12,7,5,5,155,19,67,км/ч,Облачно с прояснениями
30/08/2021,20:15:04,52,12,7,4,5,155,18,67,6,Облачно с прояснениями
30/08/2021,21:15:05,53,12,7,3,4,154,18,63,9,Ясно
30/08/2021,22:15:05,54,14,7,3,3,154,19,52,6,Ясно
30/08/2021,23:15:05,53,14,7,3,3,154,16,72,км/ч,Ясно
31/08/2021,00:15:04,53,14,7,3,2,154,15,71,9,Ясно
31/08/2021,01:15:04,57,12,6,4,1,155,17,59,9,Ясно
31/08/2021,02:15:04,57,12,6,4,2,154,15,71,2,Ясно
31/08/2021,03:15:04,56,12,7,3,2,153,15,76,6,Ясно
31/08/2021,04:15:04,56,12,7,5,2,151,15,76,км/ч,Облачно с прояснениями
31/08/2021,05:15:05,55,12,7,5,2,151,15,82,км/ч,Небольшая облачность
31/08/2021,06:15:05,54,13,7,5,2,150,15,82,км/ч,Небольшая облачность
31/08/2021,07:15:05,45,13,8,5,2,149,14,93,6,Небольшая облачность
31/08/2021,08:15:05,46,13,8,5,2,148,15,87,2,Небольшая облачность
31/08/2021,09:15:05,47,14,8,5,2,147,15,87,9,Небольшая облачность
31/08/2021,10:15:04,46,12,7,4,1,146,16,82,9,Небольшая облачность
31/08/2021,11:15:04,50,12,8,4,2,147,17,77,9,Небольшая облачность
31/08/2021,12:15:04,54,12,8,4,2,147,18,72,13,Небольшая облачность
31/08/2021,13:15:05,55,12,7,3,3,144,17,77,13,Преимущественно облачно
31/08/2021,14:15:08,58,13,8,3,4,146,17,82,17,Преимущественно облачно
31/08/2021,15:15:36,62,13,8,3,4,147,17,82,13,Преимущественно облачно
31/08/2021,16:15:05,63,13,8,2,5,149,17,77,13,Преимущественно облачно
31/08/2021,17:15:05,61,13,8,4,5,149,17,77,17,Преимущественно облачно
31/08/2021,18:15:05,59,14,9,5,4,149,17,77,13,Небольшая облачность
31/08/2021,19:15:05,51,13,8,6,4,149,16,82,9,Облачно с прояснениями
31/08/2021,20:15:05,51,12,8,5,4,148,15,87,9,Облачно с прояснениями
31/08/2021,21:15:04,51,12,8,4,3,147,15,87,9,Облачно с прояснениями
31/08/2021,22:15:04,48,17,7,4,2,146,15,87,9,Облачно с прояснениями
31/08/2021,23:15:09,48,17,7,3,1,145,14,93,6,Облачно с прояснениями
01/09/2021,00:15:05,48,17,7,3,1,145,14,87,6,Облачно с прояснениями
01/09/2021,01:15:05,54,13,6,4,1,144,13,93,9,Облачно с прояснениями
01/09/2021,02:15:04,54,13,6,4,1,145,13,93,13,Облачно с прояснениями
01/09/2021,03:15:10,53,13,6,3,1,145,13,93,13,Облачно с прояснениями
01/09/2021,04:15:05,50,13,7,5,1,146,13,93,6,Преимущественно облачно
01/09/2021,05:15:04,51,13,7,5,1,146,13,93,6,Преимущественно облачно
01/09/2021,06:15:04,53,12,7,5,1,146,13,87,2,Преимущественно облачно
01/09/2021,07:15:04,48,11,6,5,2,146,15,76,2,Преимущественно облачно
01/09/2021,08:15:04,51,11,6,5,2,146,16,72,9,Преимущественно облачно
01/09/2021,09:15:04,54,10,6,5,2,146,16,72,6,Небольшая облачность
01/09/2021,10:15:05,50,10,5,4,2,146,17,67,9,Небольшая облачность
01/09/2021,11:15:05,54,11,6,4,3,148,15,82,13,Небольшой ливень
01/09/2021,12:15:05,58,12,6,3,3,150,14,93,2,Небольшой ливень
01/09/2021,13:15:05,55,13,6,3,2,160,14,93,2,Небольшая облачность
01/09/2021,14:15:04,58,14,7,3,2,161,14,100,9,Ливень с грозой
01/09/2021,15:15:04,61,15,8,3,2,162,15,93,6,Преимущественно облачно
01/09/2021,16:15:05,57,14,7,3,1,162,16,82,6,Небольшая облачность
01/09/2021,17:15:05,56,14,7,4,1,163,16,82,6,Небольшая облачность
01/09/2021,18:15:04,56,14,7,5,1,164,16,87,2,Небольшая облачность
01/09/2021,19:15:05,52,14,7,4,1,164,15,93,2,Облачно с прояснениями
01/09/2021,20:15:05,53,13,6,4,1,162,15,93,2,Облачно с прояснениями
01/09/2021,21:15:04,55,13,6,3,1,159,15,93,6,Облачно с прояснениями
01/09/2021,22:15:05,57,16,7,3,1,156,15,93,6,Облачно с прояснениями
01/09/2021,23:15:05,54,15,7,4,1,156,15,93,9,Облачно с прояснениями
02/09/2021,00:15:04,51,15,6,4,1,155,15,93,20,Небольшой дождь
02/09/2021,01:15:04,53,17,7,6,1,157,15,93,17,Преимущественно облачно
02/09/2021,02:15:04,51,16,7,5,1,158,14,93,17,Преимущественно облачно
02/09/2021,03:15:05,48,15,7,5,1,159,13,93,9,Преимущественно облачно
02/09/2021,04:15:05,44,14,7,4,1,160,13,93,9,Преимущественно облачно
02/09/2021,05:15:05,46,13,6,4,1,157,13,93,13,Преимущественно облачно
02/09/2021,06:15:04,47,12,6,4,1,153,13,87,6,Преимущественно облачно
02/09/2021,07:15:04,46,11,5,4,1,149,13,93,9,Преимущественно облачно
02/09/2021,08:15:04,49,11,5,4,2,147,14,82,13,Преимущественно облачно
02/09/2021,09:15:04,51,11,5,4,2,145,14,76,13,Преимущественно облачно
02/09/2021,10:15:05,47,7,4,5,2,142,15,71,9,Преимущественно облачно
02/09/2021,11:15:05,50,8,4,5,2,140,15,71,17,Преимущественно облачно
02/09/2021,12:15:04,53,8,4,5,2,138,16,63,17,Преимущественно облачно
02/09/2021,13:15:05,56,7,4,6,1,141,17,51,9,Преимущественно облачно
02/09/2021,14:15:04,57,8,4,6,1,141,16,63,13,Преимущественно облачно
02/09/2021,15:15:05,57,8,4,6,1,141,16,58,13,Преимущественно облачно
02/09/2021,16:15:05,55,7,4,6,1,141,14,76,9,Небольшой ливень
02/09/2021,17:15:05,54,7,4,6,1,143,15,76,9,Преимущественно облачно
02/09/2021,18:15:04,52,7,4,7,2,145,14,67,9,Преимущественно облачно
02/09/2021,19:15:04,46,7,3,6,2,146,13,76,6,Облачно с прояснениями
02/09/2021,20:15:05,43,7,4,6,2,151,12,81,6,Облачно с прояснениями
02/09/2021,21:15:04,40,7,4,6,2,155,11,87,9,Облачно с прояснениями
02/09/2021,22:15:05,38,8,5,7,3,160,10,87,6,Облачно с прояснениями
02/09/2021,23:15:04,39,8,5,6,3,159,9,93,2,Облачно с прояснениями
03/09/2021,00:15:05,40,9,5,6,3,157,9,93,2,Облачно с прояснениями
03/09/2021,01:15:05,44,9,5,5,2,152,8,93,км/ч,Облачно с прояснениями
03/09/2021,02:15:04,44,9,5,5,2,150,8,93,км/ч,Облачно с прояснениями
03/09/2021,03:15:04,44,9,5,5,2,148,7,93,км/ч,Ясно
03/09/2021,04:15:04,38,11,6,6,2,146,6,93,2,Ясно
03/09/2021,05:15:05,37,11,7,7,2,145,5,100,км/ч,Ясно
03/09/2021,06:15:05,36,11,7,7,2,145,5,100,км/ч,Солнечно
03/09/2021,07:15:04,35,11,7,7,2,144,6,93,2,Солнечно
03/09/2021,08:15:05,36,11,7,7,3,144,6,93,2,Солнечно
03/09/2021,09:15:04,38,11,7,6,3,144,9,87,6,Небольшая облачность
03/09/2021,10:15:04,39,11,7,7,3,143,11,66,13,Небольшая облачность
03/09/2021,11:15:04,41,11,6,7,3,140,12,57,13,Преимущественно облачно
03/09/2021,12:15:05,44,11,6,6,3,137,13,50,9,Преимущественно облачно
03/09/2021,13:15:04,48,12,6,5,2,142,14,47,13,Преимущественно облачно
03/09/2021,14:15:04,49,11,5,5,2,141,15,38,17,Небольшая облачность
03/09/2021,15:15:05,50,10,5,5,2,141,15,41,17,Небольшая облачность
03/09/2021,16:15:04,50,8,4,4,1,140,15,41,20,Небольшая облачность
03/09/2021,17:15:05,48,9,4,5,1,142,14,44,6,Небольшая облачность
03/09/2021,18:15:04,47,9,4,6,1,144,13,54,6,Небольшая облачность
03/09/2021,19:15:05,46,9,4,4,1,146,13,54,9,Облачно с прояснениями
03/09/2021,20:15:10,44,9,4,4,1,149,12,57,9,Облачно с прояснениями
03/09/2021,21:15:05,43,9,4,4,1,152,10,71,9,Ясно
03/09/2021,22:15:04,47,9,5,4,2,156,11,66,17,Ясно
03/09/2021,23:15:04,46,8,5,3,2,150,11,66,17,Облачно с прояснениями
04/09/2021,00:15:04,45,8,5,2,1,145,10,81,13,Небольшой дождь
04/09/2021,01:15:05,51,7,4,2,1,133,10,93,17,Небольшой ливень
04/09/2021,02:15:05,50,7,4,2,1,130,9,93,9,Небольшой ливень
04/09/2021,03:15:05,48,7,4,2,1,128,9,93,13,Преимущественно облачно
04/09/2021,04:15:04,41,10,5,3,1,126,8,93,17,Преимущественно облачно
04/09/2021,05:15:05,42,10,5,3,1,132,8,87,17,Преимущественно облачно
04/09/2021,06:15:05,42,10,6,3,1,139,7,87,17,Преимущественно облачно
04/09/2021,07:15:04,39,10,6,3,1,145,7,93,20,Небольшой дождь
04/09/2021,08:15:04,41,10,5,3,1,142,7,87,24,Дождь
04/09/2021,09:15:05,42,9,5,3,1,139,8,81,28,Преимущественно облачно
04/09/2021,10:15:04,45,9,4,4,1,136,9,76,28,Облачно
04/09/2021,11:15:04,46,9,4,4,1,135,9,76,20,Небольшой дождь
04/09/2021,12:15:05,46,9,4,4,1,134,9,76,20,Небольшой дождь
04/09/2021,13:15:04,43,9,5,4,1,137,11,66,24,Преимущественно облачно
04/09/2021,14:15:05,45,9,4,4,1,137,11,57,32,Преимущественно облачно
04/09/2021,15:15:05,46,9,4,4,1,137,12,54,24,Преимущественно облачно
04/09/2021,16:15:05,44,8,3,3,1,137,9,81,20,Преимущественно облачно
04/09/2021,17:15:05,45,9,4,3,1,138,8,75,24,Ливень
04/09/2021,18:15:05,46,9,4,4,1,140,8,81,6,Преимущественно облачно
04/09/2021,19:15:04,47,8,4,3,1,142,7,93,9,Преимущественно облачно
04/09/2021,20:15:04,45,8,4,3,1,142,8,81,13,Преимущественно облачно
04/09/2021,21:15:05,44,8,4,3,1,142,7,87,17,Ливень
04/09/2021,22:15:05,44,9,5,3,1,142,7,87,9,Облачно
04/09/2021,23:15:04,43,9,5,3,1,139,6,93,9,Облачно
05/09/2021,00:15:04,42,9,5,3,1,136,6,93,9,Облачно
05/09/2021,01:15:04,43,8,4,4,1,134,6,93,9,Облачно
05/09/2021,02:15:05,42,9,5,4,1,133,6,100,17,Преимущественно облачно
05/09/2021,03:15:04,41,9,5,4,1,133,7,87,13,Преимущественно облачно
05/09/2021,04:15:04,40,11,6,5,1,132,7,87,13,Преимущественно облачно
05/09/2021,05:15:04,40,11,6,5,1,133,7,87,13,Преимущественно облачно
05/09/2021,06:15:04,40,11,6,5,2,135,7,93,17,Облачно
05/09/2021,07:15:04,37,12,6,4,2,136,7,87,13,Облачно
05/09/2021,08:15:04,39,11,6,4,2,138,8,81,13,Облачно
05/09/2021,09:15:04,41,10,5,4,2,141,8,81,17,Облачно
05/09/2021,10:15:05,41,8,4,5,2,143,8,87,20,Дождь
05/09/2021,11:15:05,41,8,4,5,2,143,8,87,13,Небольшой ливень
05/09/2021,12:15:05,42,8,4,5,2,142,10,76,20,Преимущественно облачно
05/09/2021,13:15:05,42,8,4,6,2,156,11,61,17,Небольшой ливень
05/09/2021,14:15:04,43,8,4,6,2,156,13,54,24,Преимущественно облачно
05/09/2021,15:15:05,44,8,4,6,2,155,11,66,20,Преимущественно облачно
05/09/2021,16:15:04,45,7,4,5,1,154,12,57,20,Преимущественно облачно
05/09/2021,17:15:10,43,7,3,5,1,153,10,76,13,Преимущественно облачно
05/09/2021,18:15:05,42,7,3,5,1,152,8,81,6,Преимущественно облачно
05/09/2021,19:15:05,40,6,3,5,1,151,7,93,6,Небольшой ливень
05/09/2021,20:15:04,39,6,3,5,2,152,6,93,2,Облачно с прояснениями
05/09/2021,21:15:04,37,6,3,5,2,153,6,93,6,Облачно с прояснениями
05/09/2021,22:15:04,37,6,3,4,2,154,6,93,9,Облачно с прояснениями
05/09/2021,23:15:04,37,6,3,4,2,152,5,93,6,Облачно с прояснениями
06/09/2021,00:15:05,37,6,4,3,2,150,5,93,9,Облачно с прояснениями
06/09/2021,01:15:05,38,7,4,4,2,147,4,100,9,Облачно с прояснениями
06/09/2021,02:15:04,38,7,4,4,2,145,4,100,6,Ясно
06/09/2021,03:15:05,38,7,4,4,2,143,4,100,6,Ясно
06/09/2021,04:15:04,39,9,5,6,2,142,4,100,6,Ясно
06/09/2021,05:15:04,38,10,5,6,1,142,4,100,6,Ясно
06/09/2021,06:15:04,37,10,6,6,1,142,4,100,9,Солнечно
06/09/2021,07:15:05,36,10,6,6,1,142,5,93,9,Солнечно
06/09/2021,08:15:05,38,10,5,6,2,143,5,93,6,Небольшая облачность
06/09/2021,09:15:17,41,10,5,6,2,144,7,87,6,Небольшая облачность
06/09/2021,10:15:04,44,9,5,6,3,145,9,76,9,Небольшая облачность
06/09/2021,11:15:04,47,9,5,5,3,144,10,61,9,Преимущественно облачно
06/09/2021,12:15:05,51,9,5,5,3,143,10,57,13,Преимущественно облачно
06/09/2021,13:15:04,51,9,5,5,2,155,11,61,9,Преимущественно облачно
06/09/2021,14:15:04,53,8,4,5,2,155,12,46,17,Преимущественно облачно
06/09/2021,15:15:04,54,8,4,6,2,154,11,57,13,Преимущественно облачно
06/09/2021,16:15:04,53,8,4,5,2,153,11,57,13,Небольшая облачность
06/09/2021,17:15:06,50,8,4,7,1,153,10,57,6,Преимущественно облачно
06/09/2021,18:15:05,46,8,4,8,1,154,8,81,9,Небольшая облачность
06/09/2021,19:15:05,39,7,4,7,1,155,6,93,6,Стелющийся туман
06/09/2021,20:15:04,37,7,4,7,1,157,5,93,6,Облачно с прояснениями
06/09/2021,21:15:05,36,7,4,6,1,159,4,93,9,Облачно с прояснениями
06/09/2021,22:15:05,35,9,5,6,1,161,3,93,9,Облачно с прояснениями
06/09/2021,23:15:04,35,9,5,5,1,160,7,81,9,Облачно с прояснениями
07/09/2021,00:15:04,36,9,5,4,1,159,7,81,2,Облачно с прояснениями
07/09/2021,01:15:04,38,9,5,6,1,155,4,93,9,Ясно
07/09/2021,02:15:04,38,9,5,6,1,156,3,93,6,Ясно
07/09/2021,03:15:04,39,10,5,5,1,156,4,93,9,Ясно
07/09/2021,04:15:04,41,10,6,8,2,157,5,93,6,Ясно
07/09/2021,05:15:04,41,10,6,8,2,159,6,87,6,Небольшой ливень
07/09/2021,06:15:04,41,11,6,8,2,161,6,87,9,Небольшая облачность
07/09/2021,07:15:04,38,11,6,8,2,164,6,93,13,Небольшая облачность
07/09/2021,08:15:05,38,11,6,8,2,165,7,87,9,Небольшая облачность
07/09/2021,09:15:04,39,11,6,8,2,165,8,81,13,Преимущественно облачно
07/09/2021,10:15:04,37,11,6,7,2,166,10,76,17,Преимущественно облачно
07/09/2021,11:15:05,42,11,6,7,2,164,12,66,13,Преимущественно облачно
07/09/2021,12:15:04,47,11,6,6,1,162,13,58,17,Преимущественно облачно
07/09/2021,13:15:06,48,10,5,6,1,169,14,54,17,Преимущественно облачно
07/09/2021,14:15:04,49,11,5,7,1,165,15,51,17,Преимущественно облачно
07/09/2021,15:15:04,50,11,5,7,1,161,15,47,20,Преимущественно облачно
07/09/2021,16:15:04,48,11,6,7,1,158,14,50,20,Преимущественно облачно
07/09/2021,17:15:05,47,12,6,8,1,159,14,54,13,Преимущественно облачно
07/09/2021,18:15:04,45,12,6,9,2,161,13,62,9,Небольшая облачность
07/09/2021,19:15:05,41,11,6,8,2,162,12,71,13,Облачно с прояснениями
07/09/2021,20:15:04,40,10,6,7,2,165,12,76,13,Преимущественно облачно
07/09/2021,21:15:04,40,10,5,7,2,168,11,81,13,Преимущественно облачно
